hotel_id,longitude,latitude
1128,148.125,-32.503
1129,148.126,-34.124
1130,148.126,-35.361
1131,148.128,-32.998
1132,148.128,-31.489
1133,148.128,-35.168
1134,148.128,-31.117
1135,148.135,-35.821
1136,148.136,-35.263
1137,148.137,-33.435
1138,148.137,-35.493
1139,148.137,-31.859
1140,148.138,-34.259
1141,148.14,-32.805
1142,148.141,-34.068
1143,148.141,-32.596
1144,148.143,-35.876
1145,148.143,-31.17
1146,148.143,-35.889
1147,148.143,-31.279
1148,148.143,-33.512
1149,148.144,-35.685
1150,148.145,-31.638
1151,148.146,-34.572
1152,148.148,-33.876
1153,148.148,-35.149
1154,148.149,-31.109
1155,148.149,-31.475
1156,148.15,-33.947
1157,148.15,-31.174
1158,148.15,-32.852
1159,148.155,-32.206
1160,148.156,-34.246
1161,148.157,-35.277
1162,148.158,-31.695
1163,148.163,-31.407
1164,148.165,-33.023
1165,148.165,-35.46
1166,148.165,-31.014
1167,148.168,-34.25
1168,148.168,-33.675
1169,148.169,-33.752
1170,148.17,-34.636
1171,148.173,-32.822
1172,148.174,-34.922
1173,148.174,-31.027
1174,148.175,-35.993
1175,148.176,-32.343
1176,148.176,-34.279
1177,148.177,-31.537
1178,148.181,-33.072
1179,148.182,-32.966
1180,148.182,-33.741
1181,148.183,-35.546
1182,148.184,-35.128
1183,148.184,-31.77
1184,148.185,-34.29
1185,148.186,-34.897
1186,148.186,-33.217
1187,148.187,-33.287
1188,148.188,-31.9
1189,148.188,-34.512
1190,148.191,-34.474
1191,148.192,-33.455
1192,148.193,-35.422
1193,148.193,-33.808
1194,148.195,-35.707
1195,148.201,-33.693
1196,148.202,-33.205
1197,148.202,-34.381
1198,148.202,-35.503
1199,148.203,-34.901
1200,148.204,-32.192
1201,148.204,-32.847
1202,148.204,-33.456
1203,148.205,-32.889
1204,148.206,-33.285
1205,148.207,-33.162
1206,148.209,-31.447
1207,148.209,-31.234
1208,148.211,-34.264
1209,148.211,-32.88
1210,148.212,-35.754
1211,148.212,-31.885
1212,148.213,-33.026
1213,148.214,-33.912
1214,148.215,-31.538
1215,148.215,-33.223
1216,148.216,-35.347
1217,148.218,-35.701
1218,148.219,-35.838
1219,148.219,-34.94
1220,148.22,-31.517
1221,148.22,-33.147
1222,148.222,-35.933
1223,148.223,-32.791
1224,148.224,-35.335
1225,148.224,-33.238
1226,148.224,-35.916
1227,148.228,-31.294
1228,148.229,-34.415
1229,148.231,-35.258
1230,148.232,-35.714
1231,148.232,-34.769
1232,148.233,-35.934
1233,148.233,-35.898
1234,148.233,-33.732
1235,148.234,-32.655
1236,148.234,-32.766
1237,148.234,-34.854
1238,148.236,-31.796
1239,148.237,-34.379
1240,148.237,-34.094
1241,148.238,-34.912
1242,148.24,-33.097
1243,148.24,-32.848
1244,148.241,-33.131
1245,148.241,-33.852
1246,148.246,-34.152
1247,148.246,-33.153
1248,148.247,-31.207
1249,148.25,-35.053
1250,148.25,-31.277
1251,148.25,-35.687
1252,148.25,-33.908
1253,148.251,-34.87
1254,148.251,-32.126
1255,148.252,-34.201
1256,148.253,-33.464
1257,148.256,-35.492
1258,148.257,-34.955
1259,148.259,-35.757
1260,148.261,-34.01
1261,148.262,-34.955
1262,148.263,-33.849
1263,148.269,-34.694
1264,148.27,-33.872
1265,148.27,-35.412
1266,148.271,-34.231
1267,148.272,-35.716
1268,148.272,-32.354
1269,148.274,-35.032
1270,148.276,-31.387
1271,148.276,-35.242
1272,148.277,-34.077
1273,148.277,-34.999
1274,148.278,-35.886
1275,148.282,-31.49
1276,148.282,-31.411
1277,148.283,-35.338
1278,148.283,-35.357
1279,148.284,-34.21
1280,148.285,-31.295
1281,148.285,-32.891
1282,148.287,-34.637
1283,148.29,-34.169
1284,148.291,-31.803
1285,148.293,-34.417
1286,148.293,-34.891
1287,148.293,-31.328
1288,148.295,-35.244
1289,148.297,-35.065
1290,148.299,-35.714
1291,148.302,-31.988
1292,148.303,-33.309
1293,148.304,-35.542
1294,148.305,-31.171
1295,148.306,-34.903
1296,148.306,-34.249
1297,148.307,-35.602
1298,148.308,-31.012
1299,148.31,-35.542
1300,148.311,-31.373
1301,148.311,-34.771
1302,148.312,-31.64
1303,148.313,-35.858
1304,148.314,-33.488
1305,148.315,-33.384
1306,148.315,-35.411
1307,148.317,-31.186
1308,148.318,-33.294
1309,148.318,-34.023
1310,148.319,-33.95
1311,148.319,-35.811
1312,148.32,-33.271
1313,148.321,-31.553
1314,148.324,-32.113
1315,148.324,-32.012
1316,148.325,-35.221
1317,148.326,-35.912
1318,148.326,-35.884
1319,148.327,-32.834
1320,148.327,-31.253
1321,148.328,-32.33
1322,148.331,-33.533
1323,148.333,-35.14
1324,148.333,-34.727
1325,148.334,-32.151
1326,148.334,-32.922
1327,148.335,-34.363
1328,148.336,-34.151
1329,148.337,-32.416
1330,148.338,-35.775
1331,148.341,-31.92
1332,148.344,-32.922
1333,148.345,-32.099
1334,148.345,-33.793
1335,148.346,-34.496
1336,148.347,-35.431
1337,148.349,-32.608
1338,148.35,-33.498
1339,148.351,-33.505
1340,148.351,-34.986
1341,148.353,-31.878
1342,148.353,-34.392
1343,148.353,-34.902
1344,148.353,-31.033
1345,148.354,-31.953
1346,148.355,-33.895
1347,148.356,-31.806
1348,148.356,-31.195
1349,148.357,-31.381
1350,148.358,-32.686
1351,148.359,-34.831
1352,148.36,-35.247
1353,148.36,-33.619
1354,148.361,-31.604
1355,148.361,-31.766
1356,148.361,-35.778
1357,148.364,-35.015
1358,148.365,-31.255
1359,148.366,-33.731
1360,148.369,-32.847
1361,148.369,-34.999
1362,148.37,-33.846
1363,148.37,-34.533
1364,148.371,-34.237
1365,148.371,-35.879
1366,148.372,-31.788
1367,148.372,-35.289
1368,148.374,-34.31
1369,148.374,-35.027
1370,148.374,-31.777
1371,148.375,-35.423
1372,148.377,-32.189
1373,148.378,-31.768
1374,148.379,-32.407
1375,148.381,-34.098
1376,148.383,-33.574
1377,148.385,-35.551
1378,148.386,-33.33
1379,148.387,-33.034
1380,148.388,-35.757
1381,148.389,-33.632
1382,148.39,-35.537
1383,148.39,-32.058
1384,148.391,-32.283
1385,148.392,-33.623
1386,148.392,-31.389
1387,148.393,-32.742
1388,148.395,-35.424
1389,148.397,-34.883
1390,148.399,-35.938
1391,148.399,-33.048
1392,148.399,-31.935
1393,148.402,-34.807
1394,148.402,-34.914
1395,148.402,-33.111
1396,148.404,-34.505
1397,148.409,-34.266
1398,148.41,-31.252
1399,148.414,-32.564
1400,148.415,-34.101
1401,148.415,-31.22
1402,148.416,-35.187
1403,148.416,-31.415
1404,148.418,-34.895
1405,148.42,-34.971
1406,148.422,-33.793
1407,148.424,-35.274
1408,148.425,-34.481
1409,148.425,-35.923
1410,148.427,-33.636
1411,148.428,-34.739
1412,148.429,-33.059
1413,148.429,-35.956
1414,148.43,-33.737
1415,148.431,-33.555
1416,148.431,-31.597
1417,148.431,-34.502
1418,148.431,-31.557
1419,148.433,-32.514
1420,148.434,-33.306
1421,148.434,-31.843
1422,148.434,-34.436
1423,148.435,-32.671
1424,148.435,-33.812
1425,148.437,-34.168
1426,148.438,-32.048
1427,148.438,-34.954
1428,148.439,-33.017
1429,148.439,-34.052
1430,148.44,-32.03
1431,148.44,-33.782
1432,148.443,-32.354
1433,148.444,-35.373
1434,148.445,-34.501
1435,148.446,-34.241
1436,148.446,-34.525
1437,148.447,-35.099
1438,148.448,-33.378
1439,148.449,-31.022
1440,148.451,-31.699
1441,148.452,-35.465
1442,148.454,-34.32
1443,148.454,-35.442
1444,148.454,-32.064
1445,148.454,-33.72
1446,148.454,-35.67
1447,148.455,-35.391
1448,148.455,-34.276
1449,148.456,-34.615
1450,148.457,-33.9
1451,148.457,-31.046
1452,148.457,-35.279
1453,148.46,-31.899
1454,148.461,-33.252
1455,148.462,-32.189
1456,148.462,-35.771
1457,148.463,-35.408
1458,148.465,-35.505
1459,148.465,-33.912
1460,148.466,-32.57
1461,148.468,-33.666
1462,148.469,-31.745
1463,148.47,-33.628
1464,148.47,-33.492
1465,148.473,-31.619
1466,148.474,-34.289
1467,148.474,-34.087
1468,148.475,-32.686
1469,148.476,-34.011
1470,148.476,-34.686
1471,148.477,-34.79
1472,148.477,-34.7
1473,148.478,-35.021
1474,148.478,-31.412
1475,148.48,-34.64
1476,148.483,-33.191
1477,148.483,-31.546
1478,148.484,-31.801
1479,148.487,-31.752
1480,148.488,-31.883
1481,148.489,-33.469
1482,148.49,-35.947
1483,148.492,-32.427
1484,148.494,-34.341
1485,148.495,-31.592
1486,148.495,-35.815
1487,148.496,-31.016
1488,148.496,-35.059
1489,148.499,-33.748
1490,148.5,-35.154
1491,148.501,-31.516
1492,148.502,-32.984
1493,148.502,-32.506
1494,148.503,-32.678
1495,148.505,-31.092
1496,148.505,-31.509
1497,148.509,-35.442
1498,148.51,-31.871
1499,148.51,-31.761
1500,148.512,-34.995
1501,148.512,-33.081
1502,148.513,-33.708
1503,148.513,-34.013
1504,148.514,-33.334
1505,148.515,-34.381
1506,148.515,-32.969
1507,148.517,-31.355
1508,148.517,-34.583
1509,148.517,-31.486
1510,148.518,-34.151
1511,148.521,-33.942
1512,148.522,-34.808
1513,148.525,-34.801
1514,148.527,-33.122
1515,148.529,-31.999
1516,148.53,-33.894
1517,148.531,-33.381
1518,148.531,-31.766
1519,148.531,-34.533
1520,148.532,-33.195
1521,148.532,-31.808
1522,148.533,-35.138
1523,148.535,-31.261
1524,148.535,-31.569
1525,148.536,-34.421
1526,148.539,-33.68
1527,148.541,-33.53
1528,148.543,-31.771
1529,148.543,-32.035
1530,148.543,-31.944
1531,148.544,-33.565
1532,148.544,-35.265
1533,148.546,-32.367
1534,148.546,-32.037
1535,148.546,-31.86
1536,148.547,-32.121
1537,148.548,-32.634
1538,148.548,-34.863
1539,148.548,-34.042
1540,148.549,-32.931
1541,148.55,-35.088
1542,148.55,-32.002
1543,148.552,-31.713
1544,148.552,-33.107
1545,148.553,-35.054
1546,148.553,-34.911
1547,148.554,-31.156
1548,148.554,-35.313
1549,148.555,-35.234
1550,148.555,-32.525
1551,148.556,-32.951
1552,148.556,-35.102
1553,148.556,-34.468
1554,148.556,-34.323
1555,148.556,-32.322
1556,148.556,-31.23
1557,148.562,-33.434
1558,148.565,-34.933
1559,148.566,-35.573
1560,148.566,-33.549
1561,148.566,-35.104
1562,148.567,-33.047
1563,148.567,-31.792
1564,148.57,-35.185
1565,148.57,-34.729
1566,148.572,-33.859
1567,148.573,-35.913
1568,148.574,-34.2
1569,148.575,-32.911
1570,148.576,-31.435
1571,148.576,-33.645
1572,148.576,-32.74
1573,148.577,-34.648
1574,148.578,-32.432
1575,148.578,-32.735
1576,148.58,-31.696
1577,148.58,-35.542
1578,148.582,-33.495
1579,148.582,-35.73
1580,148.583,-35.719
1581,148.584,-33.458
1582,148.584,-33.311
1583,148.585,-33.411
1584,148.586,-35.559
1585,148.586,-31.79
1586,148.587,-32.819
1587,148.587,-34.191
1588,148.587,-33.961
1589,148.588,-31.123
1590,148.589,-34.578
1591,148.591,-35.563
1592,148.592,-32.043
1593,148.592,-32.312
1594,148.592,-35.388
1595,148.592,-33.828
1596,148.593,-35.102
1597,148.594,-32.156
1598,148.594,-32.041
1599,148.595,-35.966
1600,148.596,-31.157
1601,148.597,-34.649
1602,148.597,-31.815
1603,148.598,-35.09
1604,148.598,-33.63
1605,148.599,-35.733
1606,148.599,-31.439
1607,148.599,-34.118
1608,148.6,-35.211
1609,148.6,-33.446
1610,148.601,-33.248
1611,148.604,-35.594
1612,148.61,-31.193
1613,148.61,-34.336
1614,148.612,-31.427
1615,148.612,-34.624
1616,148.612,-35.682
1617,148.614,-33.24
1618,148.615,-31.172
1619,148.616,-32.586
1620,148.616,-32.379
1621,148.617,-34.686
1622,148.618,-32.968
1623,148.619,-31.294
1624,148.621,-33.857
1625,148.621,-31.261
1626,148.622,-34.575
1627,148.624,-34.38
1628,148.624,-33.191
1629,148.625,-31.492
1630,148.626,-34.701
1631,148.628,-33.207
1632,148.628,-32.362
1633,148.63,-35.683
1634,148.631,-33.191
1635,148.632,-33.648
1636,148.632,-33.07
1637,148.634,-31.259
1638,148.635,-32.724
1639,148.636,-31.595
1640,148.636,-33.841
1641,148.636,-34.829
1642,148.637,-31.344
1643,148.638,-33.002
1644,148.638,-33.636
1645,148.638,-32.502
1646,148.641,-32.857
1647,148.641,-32.347
1648,148.642,-32.308
1649,148.642,-34.375
1650,148.642,-34.671
1651,148.643,-35.612
1652,148.643,-33.189
1653,148.644,-34.935
1654,148.645,-35.431
1655,148.645,-33.106
1656,148.649,-34.915
1657,148.649,-34.471
1658,148.649,-35.515
1659,148.65,-31.239
1660,148.652,-31.383
1661,148.654,-34.577
1662,148.655,-34.826
1663,148.656,-34.552
1664,148.657,-33.878
1665,148.657,-32.782
1666,148.658,-32.275
1667,148.66,-31.165
1668,148.661,-34.527
1669,148.661,-32.033
1670,148.662,-34.757
1671,148.663,-35.24
1672,148.664,-35.738
1673,148.664,-34.002
1674,148.665,-32.021
1675,148.665,-34.54
1676,148.666,-33.576
1677,148.667,-35.154
1678,148.667,-33.226
1679,148.67,-33.027
1680,148.671,-31.7
1681,148.672,-33.49
1682,148.674,-32.198
1683,148.675,-34.949
1684,148.677,-31.074
1685,148.677,-31.839
1686,148.678,-32.723
1687,148.679,-31.714
1688,148.68,-34.853
1689,148.682,-33.432
1690,148.686,-35.993
1691,148.688,-34.005
1692,148.688,-33.982
1693,148.688,-35.532
1694,148.691,-32.018
1695,148.692,-32.947
1696,148.692,-31.356
1697,148.692,-31.395
1698,148.693,-35.077
1699,148.694,-35.47
1700,148.694,-32.206
1701,148.695,-31.537
1702,148.695,-33.174
1703,148.698,-34.709
1704,148.701,-35.919
1705,148.705,-31.799
1706,148.707,-34.117
1707,148.708,-31.261
1708,148.708,-34.938
1709,148.708,-31.323
1710,148.711,-31.198
1711,148.711,-33.14
1712,148.711,-31.56
1713,148.712,-35.709
1714,148.714,-31.083
1715,148.714,-31.895
1716,148.716,-35.25
1717,148.718,-35.722
1718,148.719,-31.53
1719,148.72,-34.424
1720,148.72,-31.956
1721,148.721,-35.156
1722,148.721,-31.346
1723,148.721,-31.291
1724,148.722,-35.878
1725,148.722,-33.224
1726,148.723,-32.296
1727,148.723,-31.263
1728,148.725,-35.741
1729,148.725,-32.222
1730,148.727,-33.25
1731,148.727,-32.054
1732,148.73,-32.2
1733,148.731,-31.965
1734,148.734,-31.459
1735,148.735,-32.217
1736,148.737,-31.838
1737,148.737,-32.599
1738,148.738,-35.402
1739,148.74,-32.045
1740,148.742,-35.425
1741,148.743,-31.181
1742,148.743,-32.232
1743,148.743,-35.972
1744,148.744,-33.823
1745,148.746,-31.826
1746,148.747,-34.63
1747,148.748,-31.145
1748,148.75,-33.399
1749,148.751,-35.084
1750,148.751,-32.203
1751,148.752,-33.131
1752,148.752,-31.724
1753,148.757,-34.349
1754,148.757,-34.759
1755,148.761,-34.549
1756,148.761,-32.498
1757,148.763,-34.14
1758,148.764,-35
1759,148.764,-33.711
1760,148.765,-31.544
1761,148.766,-32.386
1762,148.766,-31.855
1763,148.768,-34.484
1764,148.77,-34.362
1765,148.773,-31.865
1766,148.775,-34.618
1767,148.776,-35.076
1768,148.778,-32.08
1769,148.784,-34.03
1770,148.785,-31.18
1771,148.785,-31.072
1772,148.787,-31.865
1773,148.788,-31.493
1774,148.79,-31.32
1775,148.79,-34.798
1776,148.79,-35.126
1777,148.791,-33.788
1778,148.792,-31.627
1779,148.794,-31.876
1780,148.796,-32.928
1781,148.797,-34.359
1782,148.797,-35.886
1783,148.797,-31.234
1784,148.797,-31.511
1785,148.799,-34.949
1786,148.801,-35.688
1787,148.802,-33.766
1788,148.803,-35.624
1789,148.803,-34.272
1790,148.804,-35.124
1791,148.804,-35.531
1792,148.804,-34.955
1793,148.806,-31.247
1794,148.806,-31.701
1795,148.807,-32.123
1796,148.807,-34.066
1797,148.807,-35.623
1798,148.807,-32.641
1799,148.808,-35.284
1800,148.809,-31.072
1801,148.809,-33.391
1802,148.809,-32.333
1803,148.809,-35.375
1804,148.81,-35.242
1805,148.812,-33.122
1806,148.812,-32.28
1807,148.813,-33.066
1808,148.813,-33.894
1809,148.813,-32.246
1810,148.814,-32.064
1811,148.814,-35.142
1812,148.816,-31.397
1813,148.816,-34.196
1814,148.817,-34.333
1815,148.82,-34.419
1816,148.82,-33.2
1817,148.822,-31.874
1818,148.822,-35.968
1819,148.822,-33.153
1820,148.822,-31.887
1821,148.824,-35.954
1822,148.825,-33.183
1823,148.826,-34.47
1824,148.826,-32.096
1825,148.827,-35.944
1826,148.827,-32.576
1827,148.827,-31.252
1828,148.828,-32.038
1829,148.829,-33.136
1830,148.829,-33.471
1831,148.83,-35.84
1832,148.835,-34.741
1833,148.839,-35.571
1834,148.842,-35.382
1835,148.843,-35.891
1836,148.844,-35.781
1837,148.845,-34.706
1838,148.846,-31.004
1839,148.846,-33.033
1840,148.848,-32.517
1841,148.848,-35.126
1842,148.849,-33.364
1843,148.851,-31.469
1844,148.852,-35.302
1845,148.854,-35.014
1846,148.856,-31.898
1847,148.856,-34.008
1848,148.86,-32.862
1849,148.86,-32.758
1850,148.86,-34.442
1851,148.86,-34.748
1852,148.866,-35.179
1853,148.867,-31.897
1854,148.868,-33.43
1855,148.868,-34.277
1856,148.869,-31.719
1857,148.87,-31.933
1858,148.87,-31.104
1859,148.87,-35.548
1860,148.87,-34.726
1861,148.872,-32.246
1862,148.874,-35.987
1863,148.874,-33.923
1864,148.874,-34.382
1865,148.874,-34.264
1866,148.875,-32.62
1867,148.878,-33.662
1868,148.879,-34.803
1869,148.88,-31.172
1870,148.881,-35.749
1871,148.882,-31.723
1872,148.882,-35.946
1873,148.883,-33.276
1874,148.883,-34.458
1875,148.883,-34.269
1876,148.886,-32.51
1877,148.886,-33.346
1878,148.886,-34.074
1879,148.888,-35.025
1880,148.889,-31.802
1881,148.889,-35.641
1882,148.891,-31.476
1883,148.891,-31.28
1884,148.893,-31.039
1885,148.893,-33.18
1886,148.895,-33.584
1887,148.897,-33.568
1888,148.897,-33.95
1889,148.899,-33.578
1890,148.899,-34.037
1891,148.901,-35.201
1892,148.902,-32.392
1893,148.903,-35.2
1894,148.903,-32.315
1895,148.904,-34.269
1896,148.905,-35.006
1897,148.905,-33.904
1898,148.906,-32.526
1899,148.906,-32.746
1900,148.906,-35.476
1901,148.907,-34.176
1902,148.909,-34.664
1903,148.91,-31.682
1904,148.91,-35.482
1905,148.911,-34.111
1906,148.912,-35.683
1907,148.913,-35.325
1908,148.921,-33.766
1909,148.922,-32.534
1910,148.924,-31.084
1911,148.924,-33.024
1912,148.924,-33.696
1913,148.925,-33.899
1914,148.925,-34.104
1915,148.927,-34.51
1916,148.928,-33.862
1917,148.928,-32.936
1918,148.93,-32.733
1919,148.931,-34.348
1920,148.931,-31.964
1921,148.931,-33.995
1922,148.933,-33.397
1923,148.937,-35.08
1924,148.937,-33.338
1925,148.937,-31.015
1926,148.937,-32.349
1927,148.938,-31.646
1928,148.938,-32.865
1929,148.939,-33.06
1930,148.939,-31.125
1931,148.94,-33.034
1932,148.944,-33.473
1933,148.945,-32.163
1934,148.946,-31.893
1935,148.947,-31.484
1936,148.948,-32.718
1937,148.948,-32.076
1938,148.951,-35.288
1939,148.953,-35.334
1940,148.953,-33.53
1941,148.954,-31.736
1942,148.956,-33.705
1943,148.958,-31.529
1944,148.959,-31.516
1945,148.959,-33.428
1946,148.959,-33.098
1947,148.96,-32.236
1948,148.962,-32.377
1949,148.963,-33.316
1950,148.964,-31.821
1951,148.965,-33.512
1952,148.965,-31.02
1953,148.966,-33.284
1954,148.966,-34.678
1955,148.967,-31.936
1956,148.968,-31.263
1957,148.969,-34.352
1958,148.97,-35.494
1959,148.971,-31.179
1960,148.972,-34.286
1961,148.972,-35.851
1962,148.972,-33.841
1963,148.973,-32.634
1964,148.974,-34.973
1965,148.975,-34.011
1966,148.975,-32.184
1967,148.977,-32.746
1968,148.978,-32.657
1969,148.979,-31.014
1970,148.98,-35.869
1971,148.98,-31.269
1972,148.98,-31.997
1973,148.98,-31.808
1974,148.981,-34.5
1975,148.981,-32.562
1976,148.982,-34.887
1977,148.982,-31.718
1978,148.983,-34.642
1979,148.986,-35.885
1980,148.986,-34.225
1981,148.986,-34.58
1982,148.986,-33.401
1983,148.987,-31.439
1984,148.988,-33.55
1985,148.99,-35.245
1986,148.99,-35.805
1987,148.992,-34.146
1988,148.995,-31.61
1989,148.996,-33.531
1990,148.996,-31.044
1991,148.998,-33.457
1992,148.998,-35.322
1993,148.998,-33.041
1994,148.998,-34.908
1995,148.999,-35.818
1996,149,-34.646
1997,149.001,-35.276
1998,149.003,-33.031
1999,149.005,-34.234
2000,149.006,-32.019
2001,149.007,-31.355
2002,149.007,-32.002
2003,149.01,-34.089
2004,149.01,-31.691
2005,149.012,-35.296
2006,149.012,-34.352
2007,149.015,-33.184
2008,149.016,-35.339
2009,149.017,-31.615
2010,149.017,-32.447
2011,149.019,-33.57
2012,149.02,-31.918
2013,149.02,-34.241
2014,149.02,-34.499
2015,149.021,-33.779
2016,149.021,-32.547
2017,149.021,-33.871
2018,149.021,-32.549
2019,149.021,-33.769
2020,149.022,-34.456
2021,149.023,-34.573
2022,149.025,-35.721
2023,149.025,-35.446
2024,149.026,-35.526
2025,149.03,-34.164
2026,149.03,-33.614
2027,149.031,-31.878
2028,149.031,-31.575
2029,149.031,-31.537
2030,149.031,-32.586
2031,149.034,-34.126
2032,149.036,-33.987
2033,149.036,-31.667
2034,149.037,-33.368
2035,149.037,-33.147
2036,149.039,-33.038
2037,149.039,-34.419
2038,149.04,-31.341
2039,149.041,-35.296
2040,149.048,-33.92
2041,149.048,-33.524
2042,149.048,-31.779
2043,149.049,-34.447
2044,149.05,-35.241
2045,149.052,-33.947
2046,149.052,-31.636
2047,149.053,-34.093
2048,149.055,-34.609
2049,149.055,-34.803
2050,149.056,-32.813
2051,149.058,-34.591
2052,149.058,-35.703
2053,149.059,-33.028
2054,149.061,-31.401
2055,149.061,-33.978
2056,149.061,-32
2057,149.062,-33.667
2058,149.064,-31.276
2059,149.065,-31.636
2060,149.067,-33.015
2061,149.068,-34.233
2062,149.069,-35.447
2063,149.069,-32.099
2064,149.07,-35.851
2065,149.07,-31.938
2066,149.07,-35.007
2067,149.075,-33.334
2068,149.076,-32.373
2069,149.077,-31.364
2070,149.077,-32.593
2071,149.08,-34.866
2072,149.081,-33.59
2073,149.082,-32.11
2074,149.085,-34.306
2075,149.086,-31.023
2076,149.088,-31.063
2077,149.088,-31.765
2078,149.089,-31.028
2079,149.09,-34.36
2080,149.09,-34.797
2081,149.092,-32.895
2082,149.093,-33.744
2083,149.093,-33.785
2084,149.094,-31.517
2085,149.095,-34.863
2086,149.095,-34.631
2087,149.095,-35.001
2088,149.098,-31.724
2089,149.1,-34.575
2090,149.101,-31.229
2091,149.102,-35.15
2092,149.102,-33.796
2093,149.104,-34.521
2094,149.105,-32.909
2095,149.109,-31.593
2096,149.109,-31.937
2097,149.109,-35.617
2098,149.111,-33.637
2099,149.111,-32.721
2100,149.111,-35.667
2101,149.112,-33.475
2102,149.113,-32.117
2103,149.114,-31.515
2104,149.116,-34.524
2105,149.117,-32.741
2106,149.117,-33.52
2107,149.117,-31.773
2108,149.117,-34.281
2109,149.118,-34.286
2110,149.122,-32.097
2111,149.122,-31.839
2112,149.122,-35.401
2113,149.123,-34.24
2114,149.123,-31.805
2115,149.124,-33.765
2116,149.125,-31.518
2117,149.125,-33.887
2118,149.125,-34.976
2119,149.128,-33.362
2120,149.128,-35.759
2121,149.131,-32.491
2122,149.137,-34.345
2123,149.138,-33.47
2124,149.138,-35.871
2125,149.139,-35.479
2126,149.139,-32.606
2127,149.142,-32.94
2128,149.143,-31.93
2129,149.143,-32.995
2130,149.145,-35.226
2131,149.146,-31.624
2132,149.147,-31.796
2133,149.148,-33.97
2134,149.148,-34.326
2135,149.151,-33.748
2136,149.152,-32.633
2137,149.154,-31.523
2138,149.154,-32.47
2139,149.156,-35.528
2140,149.157,-31.245
2141,149.157,-34.571
2142,149.157,-31.505
2143,149.158,-31.776
2144,149.16,-35.785
2145,149.16,-34.915
2146,149.162,-34.974
2147,149.162,-32.796
2148,149.162,-31.368
2149,149.163,-31.642
2150,149.163,-35.399
2151,149.166,-33.099
2152,149.166,-31.427
2153,149.167,-33.59
2154,149.167,-32.962
2155,149.168,-34.016
2156,149.169,-33.286
2157,149.17,-32.1
2158,149.171,-35.371
2159,149.171,-34.516
2160,149.172,-31.647
2161,149.172,-32.712
2162,149.172,-31.037
2163,149.175,-32.735
2164,149.175,-35.029
